=== LSOF FOR ALL MODEM PROCESSES ===
==============================================
--- LSOF for time_daemon (PID 242) ---
==============================================
COMMAND     PID       USER   FD      TYPE             DEVICE  SIZE/OFF       NODE NAME
com.qualc  1115     system   49       ???                ???       ???        ??? pipe:[10778]
com.qualc  1115     system   50       ???                ???       ???        ??? pipe:[10778]
com.qualc  1115     system   51       ???                ???       ???        ??? /system/framework/qcrilhook.jar
com.qualc  1115     system   52       ???                ???       ???        ??? /system/app/fastdormancy.apk
com.qualc  1115     system   53       ???                ???       ???        ??? /system/app/fastdormancy.apk
com.qualc  1115     system   54       ???                ???       ???        ??? pipe:[13915]
com.qualc  1115     system   55       ???                ???       ???        ??? pipe:[13915]
com.qualc  1115     system  mem       ???              b3:17         0         90 /system/bin/app_process
com.qualc  1115     system  mem       ???              b3:17      4096         90 /system/bin/app_process
com.andro  1140     u0_a11  exe       ???                ???       ???        ??? /system/bin/app_process
com.andro  1140     u0_a11    0       ???                ???       ???        ??? /dev/null
com.andro  1140     u0_a11    1       ???                ???       ???        ??? /dev/null
com.andro  1140     u0_a11    2       ???                ???       ???        ??? /dev/null
com.andro  1140     u0_a11    3       ???                ???       ???        ??? /dev/log/main
com.andro  1140     u0_a11    4       ???                ???       ???        ??? /dev/log/radio
com.andro  1140     u0_a11    5       ???                ???       ???        ??? /dev/log/events
com.andro  1140     u0_a11    6       ???                ???       ???        ??? /dev/log/system
com.andro  1140     u0_a11    7       ???                ???       ???        ??? /system/framework/core.jar
com.andro  1140     u0_a11    8       ???                ???       ???        ??? /dev/__properties__
com.andro  1140     u0_a11    9       ???                ???       ???        ??? /dev/binder
com.andro  1140     u0_a11   10       ???                ???       ???        ??? /system/framework/conscrypt.jar
com.andro  1140     u0_a11   11       ???                ???       ???        ??? /system/framework/okhttp.jar
com.andro  1140     u0_a11   12       ???                ???       ???        ??? /system/framework/core-junit.jar
com.andro  1140     u0_a11   13       ???                ???       ???        ??? /system/framework/bouncycastle.jar
com.andro  1140     u0_a11   14       ???                ???       ???        ??? /system/framework/ext.jar
com.andro  1140     u0_a11   15       ???                ???       ???        ??? /system/framework/framework.jar
com.andro  1140     u0_a11   16       ???                ???       ???        ??? /system/framework/framework2.jar
com.andro  1140     u0_a11   17       ???                ???       ???        ??? /system/framework/telephony-common.jar
com.andro  1140     u0_a11   18       ???                ???       ???        ??? /system/framework/voip-common.jar
com.andro  1140     u0_a11   19       ???                ???       ???        ??? /system/framework/mms-common.jar
com.andro  1140     u0_a11   20       ???                ???       ???        ??? /system/framework/android.policy.jar
com.andro  1140     u0_a11   21       ???                ???       ???        ??? /system/framework/services.jar
com.andro  1140     u0_a11   22       ???                ???       ???        ??? /system/framework/apache-xml.jar
com.andro  1140     u0_a11   23       ???                ???       ???        ??? /system/framework/webviewchromium.jar
com.andro  1140     u0_a11   24       ???                ???       ???        ??? /system/framework/telephony-msim.jar
com.andro  1140     u0_a11   25       ???                ???       ???        ??? /system/framework/oem-services.jar
com.andro  1140     u0_a11   26       ???                ???       ???        ??? /system/framework/org.codeaurora.Performance.jar
com.andro  1140     u0_a11   27       ???                ???       ???        ??? /system/framework/vcard.jar
com.andro  1140     u0_a11   28       ???                ???       ???        ??? /dev/log/main
com.andro  1140     u0_a11   29       ???                ???       ???        ??? /dev/log/radio
com.andro  1140     u0_a11   30       ???                ???       ???        ??? /dev/log/events
com.andro  1140     u0_a11   31       ???                ???       ???        ??? /dev/log/system
com.andro  1140     u0_a11   32       ???                ???       ???        ??? /system/framework/framework.jar
com.andro  1140     u0_a11   33       ???                ???       ???        ??? /sys/kernel/debug/tracing/trace_marker
com.andro  1140     u0_a11   34       ???                ???       ???        ??? /system/framework/core.jar
com.andro  1140     u0_a11   35       ???                ???       ???        ??? /system/framework/framework-res.apk
com.andro  1140     u0_a11   36       ???                ???       ???        ??? pipe:[11376]
com.andro  1140     u0_a11   37       ???                ???       ???        ??? socket:[13916]
com.andro  1140     u0_a11   38       ???                ???       ???        ??? /dev/cpuctl/apps/tasks
com.andro  1140     u0_a11   39       ???                ???       ???        ??? /dev/cpuctl/apps/bg_non_interactive/tasks
com.andro  1140     u0_a11   40       ???                ???       ???        ??? pipe:[10535]
com.andro  1140     u0_a11   41       ???                ???       ???        ??? pipe:[10535]
com.andro  1140     u0_a11   42       ???                ???       ???        ??? pipe:[11376]
com.andro  1140     u0_a11   43       ???                ???       ???        ??? anon_inode:[eventpoll]
com.andro  1140     u0_a11   44       ???                ???       ???        ??? /system/app/Calendar.apk
com.andro  1140     u0_a11   45       ???                ???       ???        ??? /system/app/Calendar.apk
com.andro  1140     u0_a11   46       ???                ???       ???        ??? pipe:[11502]
com.andro  1140     u0_a11   47       ???                ???       ???        ??? pipe:[10782]
com.andro  1140     u0_a11   48       ???                ???       ???        ??? pipe:[11502]
com.andro  1140     u0_a11   49       ???                ???       ???        ??? anon_inode:[eventpoll]
com.andro  1140     u0_a11   50       ???                ???       ???        ??? pipe:[10782]
com.andro  1140     u0_a11   51       ???                ???       ???        ??? pipe:[11168]
com.andro  1140     u0_a11   52       ???                ???       ???        ??? pipe:[11168]
com.andro  1140     u0_a11   53       ???                ???       ???        ??? anon_inode:[eventpoll]
com.andro  1140     u0_a11   54       ???                ???       ???        ??? pipe:[13917]
com.andro  1140     u0_a11   55       ???                ???       ???        ??? pipe:[13917]
com.andro  1140     u0_a11  mem       ???              b3:17         0         90 /system/bin/app_process
com.andro  1140     u0_a11  mem       ???              b3:17      4096         90 /system/bin/app_process
com.qualc  1155      radio  exe       ???                ???       ???        ??? /system/bin/app_process
com.qualc  1155      radio    0       ???                ???       ???        ??? /dev/null
com.qualc  1155      radio    1       ???                ???       ???        ??? /dev/null
com.qualc  1155      radio    2       ???                ???       ???        ??? /dev/null
com.qualc  1155      radio    3       ???                ???       ???        ??? /dev/log/main
com.qualc  1155      radio    4       ???                ???       ???        ??? /dev/log/radio
com.qualc  1155      radio    5       ???                ???       ???        ??? /dev/log/events
com.qualc  1155      radio    6       ???                ???       ???        ??? /dev/log/system
com.qualc  1155      radio    7       ???                ???       ???        ??? /system/framework/core.jar
com.qualc  1155      radio    8       ???                ???       ???        ??? /dev/__properties__
com.qualc  1155      radio    9       ???                ???       ???        ??? /dev/binder
com.qualc  1155      radio   10       ???                ???       ???        ??? /system/framework/conscrypt.jar
com.qualc  1155      radio   11       ???                ???       ???        ??? /system/framework/okhttp.jar
com.qualc  1155      radio   12       ???                ???       ???        ??? /system/framework/core-junit.jar
com.qualc  1155      radio   13       ???                ???       ???        ??? /system/framework/bouncycastle.jar
com.qualc  1155      radio   14       ???                ???       ???        ??? /system/framework/ext.jar
com.qualc  1155      radio   15       ???                ???       ???        ??? /system/framework/framework.jar
com.qualc  1155      radio   16       ???                ???       ???        ??? /system/framework/framework2.jar
com.qualc  1155      radio   17       ???                ???       ???        ??? /system/framework/telephony-common.jar
com.qualc  1155      radio   18       ???                ???       ???        ??? /system/framework/voip-common.jar
com.qualc  1155      radio   19       ???                ???       ???        ??? /system/framework/mms-common.jar
com.qualc  1155      radio   20       ???                ???       ???        ??? /system/framework/android.policy.jar
com.qualc  1155      radio   21       ???                ???       ???        ??? /system/framework/services.jar
com.qualc  1155      radio   22       ???                ???       ???        ??? /system/framework/apache-xml.jar
com.qualc  1155      radio   23       ???                ???       ???        ??? /system/framework/webviewchromium.jar
com.qualc  1155      radio   24       ???                ???       ???        ??? /system/framework/telephony-msim.jar
com.qualc  1155      radio   25       ???                ???       ???        ??? /system/framework/oem-services.jar
com.qualc  1155      radio   26       ???                ???       ???        ??? /system/framework/org.codeaurora.Performance.jar
com.qualc  1155      radio   27       ???                ???       ???        ??? /system/framework/vcard.jar
com.qualc  1155      radio   28       ???                ???       ???        ??? /dev/log/main
com.qualc  1155      radio   29       ???                ???       ???        ??? /dev/log/radio
com.qualc  1155      radio   30       ???                ???       ???        ??? /dev/log/events
com.qualc  1155      radio   31       ???                ???       ???        ??? /dev/log/system
com.qualc  1155      radio   32       ???                ???       ???        ??? /system/framework/framework.jar
com.qualc  1155      radio   33       ???                ???       ???        ??? /sys/kernel/debug/tracing/trace_marker
com.qualc  1155      radio   34       ???                ???       ???        ??? /system/framework/core.jar
com.qualc  1155      radio   35       ???                ???       ???        ??? /system/framework/framework-res.apk
com.qualc  1155      radio   36       ???                ???       ???        ??? pipe:[11385]
com.qualc  1155      radio   37       ???                ???       ???        ??? socket:[12143]
com.qualc  1155      radio   38       ???                ???       ???        ??? /dev/cpuctl/apps/tasks
com.qualc  1155      radio   39       ???                ???       ???        ??? /dev/cpuctl/apps/bg_non_interactive/tasks
com.qualc  1155      radio   40       ???                ???       ???        ??? pipe:[8852]
com.qualc  1155      radio   41       ???                ???       ???        ??? pipe:[8852]
com.qualc  1155      radio   42       ???                ???       ???        ??? pipe:[11385]
com.qualc  1155      radio   43       ???                ???       ???        ??? anon_inode:[eventpoll]
com.qualc  1155      radio   44       ???                ???       ???        ??? /system/app/qcrilmsgtunnel.apk
com.qualc  1155      radio   45       ???                ???       ???        ??? /system/app/qcrilmsgtunnel.apk
com.qualc  1155      radio   46       ???                ???       ???        ??? pipe:[7961]
com.qualc  1155      radio   47       ???                ???       ???        ??? pipe:[7961]
com.qualc  1155      radio   48       ???                ???       ???        ??? anon_inode:[eventpoll]
com.qualc  1155      radio   49       ???                ???       ???        ??? socket:[8853]
com.qualc  1155      radio   50       ???                ???       ???        ??? pipe:[9034]
com.qualc  1155      radio   51       ???                ???       ???        ??? pipe:[9034]
com.qualc  1155      radio   52       ???                ???       ???        ??? pipe:[12144]
com.qualc  1155      radio   53       ???                ???       ???        ??? pipe:[12144]
com.qualc  1155      radio  mem       ???              b3:17         0         90 /system/bin/app_process
com.qualc  1155      radio  mem       ???              b3:17      4096         90 /system/bin/app_process
com.andro  1193      u0_a1  exe       ???                ???       ???        ??? /system/bin/app_process
com.andro  1193      u0_a1    0       ???                ???       ???        ??? /dev/null
com.andro  1193      u0_a1    1       ???                ???       ???        ??? /dev/null
com.andro  1193      u0_a1    2       ???                ???       ???        ??? /dev/null
com.andro  1193      u0_a1    3       ???                ???       ???        ??? /dev/log/main
com.andro  1193      u0_a1    4       ???                ???       ???        ??? /dev/log/radio
com.andro  1193      u0_a1    5       ???                ???       ???        ??? /dev/log/events
com.andro  1193      u0_a1    6       ???                ???       ???        ??? /dev/log/system
com.andro  1193      u0_a1    7       ???                ???       ???        ??? /system/framework/core.jar
com.andro  1193      u0_a1    8       ???                ???       ???        ??? /dev/__properties__
com.andro  1193      u0_a1    9       ???                ???       ???        ??? /dev/binder
com.andro  1193      u0_a1   10       ???                ???       ???        ??? /system/framework/conscrypt.jar
com.andro  1193      u0_a1   11       ???                ???       ???        ??? /system/framework/okhttp.jar
com.andro  1193      u0_a1   12       ???                ???       ???        ??? /system/framework/core-junit.jar
com.andro  1193      u0_a1   13       ???                ???       ???        ??? /system/framework/bouncycastle.jar
com.andro  1193      u0_a1   14       ???                ???       ???        ??? /system/framework/ext.jar
com.andro  1193      u0_a1   15       ???                ???       ???        ??? /system/framework/framework.jar
com.andro  1193      u0_a1   16       ???                ???       ???        ??? /system/framework/framework2.jar
com.andro  1193      u0_a1   17       ???                ???       ???        ??? /system/framework/telephony-common.jar
com.andro  1193      u0_a1   18       ???                ???       ???        ??? /system/framework/voip-common.jar
com.andro  1193      u0_a1   19       ???                ???       ???        ??? /system/framework/mms-common.jar
com.andro  1193      u0_a1   20       ???                ???       ???        ??? /system/framework/android.policy.jar
com.andro  1193      u0_a1   21       ???                ???       ???        ??? /system/framework/services.jar
com.andro  1193      u0_a1   22       ???                ???       ???        ??? /system/framework/apache-xml.jar
com.andro  1193      u0_a1   23       ???                ???       ???        ??? /system/framework/webviewchromium.jar
com.andro  1193      u0_a1   24       ???                ???       ???        ??? /system/framework/telephony-msim.jar
com.andro  1193      u0_a1   25       ???                ???       ???        ??? /system/framework/oem-services.jar
com.andro  1193      u0_a1   26       ???                ???       ???        ??? /system/framework/org.codeaurora.Performance.jar
com.andro  1193      u0_a1   27       ???                ???       ???        ??? /system/framework/vcard.jar
com.andro  1193      u0_a1   28       ???                ???       ???        ??? /dev/log/main
com.andro  1193      u0_a1   29       ???                ???       ???        ??? /dev/log/radio
com.andro  1193      u0_a1   30       ???                ???       ???        ??? /dev/log/events
com.andro  1193      u0_a1   31       ???                ???       ???        ??? /dev/log/system
com.andro  1193      u0_a1   32       ???                ???       ???        ??? /system/framework/framework.jar
com.andro  1193      u0_a1   33       ???                ???       ???        ??? /sys/kernel/debug/tracing/trace_marker
com.andro  1193      u0_a1   34       ???                ???       ???        ??? /system/framework/core.jar
com.andro  1193      u0_a1   35       ???                ???       ???        ??? /system/framework/framework-res.apk
com.andro  1193      u0_a1   36       ???                ???       ???        ??? pipe:[7983]
com.andro  1193      u0_a1   37       ???                ???       ???        ??? socket:[13918]
com.andro  1193      u0_a1   38       ???                ???       ???        ??? /dev/cpuctl/apps/tasks
com.andro  1193      u0_a1   39       ???                ???       ???        ??? /dev/cpuctl/apps/bg_non_interactive/tasks
com.andro  1193      u0_a1   40       ???                ???       ???        ??? pipe:[7980]
com.andro  1193      u0_a1   41       ???                ???       ???        ??? pipe:[7980]
com.andro  1193      u0_a1   42       ???                ???       ???        ??? pipe:[7983]
com.andro  1193      u0_a1   43       ???                ???       ???        ??? anon_inode:[eventpoll]
com.andro  1193      u0_a1   44       ???                ???       ???        ??? /system/priv-app/CalendarProvider.apk
com.andro  1193      u0_a1   45       ???                ???       ???        ??? /system/framework/android.test.runner.jar
com.andro  1193      u0_a1   46       ???                ???       ???        ??? /system/priv-app/CalendarProvider.apk
com.andro  1193      u0_a1   47       ???                ???       ???        ??? /data/data/com.android.providers.calendar/databases/calendar.db
com.andro  1193      u0_a1   48       ???                ???       ???        ??? pipe:[10784]
com.andro  1193      u0_a1   49       ???                ???       ???        ??? pipe:[10784]
com.andro  1193      u0_a1   50       ???                ???       ???        ??? /dev/alarm
com.andro  1193      u0_a1   51       ???                ???       ???        ??? pipe:[13919]
com.andro  1193      u0_a1   52       ???                ???       ???        ??? pipe:[13919]
com.andro  1193      u0_a1  mem       ???              b3:17         0         90 /system/bin/app_process
com.andro  1193      u0_a1  mem       ???              b3:17      4096         90 /system/bin/app_process
himiwebse  1269       root  exe       ???                ???       ???        ??? /system/bin/himiwebserver
himiwebse  1269       root    0       ???                ???       ???        ??? /dev/null
himiwebse  1269       root    1       ???                ???       ???        ??? /dev/null
himiwebse  1269       root    2       ???                ???       ???        ??? /dev/null
himiwebse  1269       root    3       ???                ???       ???        ??? socket:[10581]
himiwebse  1269       root    4       ???                ???       ???        ??? /dev/log/main
himiwebse  1269       root    5       ???                ???       ???        ??? /dev/log/radio
himiwebse  1269       root    6       ???                ???       ???        ??? /dev/log/events
himiwebse  1269       root    7       ???                ???       ???        ??? /dev/log/system
himiwebse  1269       root    8       ???                ???       ???        ??? socket:[10582]
himiwebse  1269       root    9       ???                ???       ???        ??? /dev/__properties__
com.qualc  1274     u0_a27  exe       ???                ???       ???        ??? /system/bin/app_process
com.qualc  1274     u0_a27    0       ???                ???       ???        ??? /dev/null
com.qualc  1274     u0_a27    1       ???                ???       ???        ??? /dev/null
com.qualc  1274     u0_a27    2       ???                ???       ???        ??? /dev/null
com.qualc  1274     u0_a27    3       ???                ???       ???        ??? /dev/log/main
com.qualc  1274     u0_a27    4       ???                ???       ???        ??? /dev/log/radio
com.qualc  1274     u0_a27    5       ???                ???       ???        ??? /dev/log/events
com.qualc  1274     u0_a27    6       ???                ???       ???        ??? /dev/log/system
com.qualc  1274     u0_a27    7       ???                ???       ???        ??? /system/framework/core.jar
com.qualc  1274     u0_a27    8       ???                ???       ???        ??? /dev/__properties__
com.qualc  1274     u0_a27    9       ???                ???       ???        ??? /dev/binder
com.qualc  1274     u0_a27   10       ???                ???       ???        ??? /system/framework/conscrypt.jar
com.qualc  1274     u0_a27   11       ???                ???       ???        ??? /system/framework/okhttp.jar
com.qualc  1274     u0_a27   12       ???                ???       ???        ??? /system/framework/core-junit.jar
com.qualc  1274     u0_a27   13       ???                ???       ???        ??? /system/framework/bouncycastle.jar
com.qualc  1274     u0_a27   14       ???                ???       ???        ??? /system/framework/ext.jar
com.qualc  1274     u0_a27   15       ???                ???       ???        ??? /system/framework/framework.jar
com.qualc  1274     u0_a27   16       ???                ???       ???        ??? /system/framework/framework2.jar
com.qualc  1274     u0_a27   17       ???                ???       ???        ??? /system/framework/telephony-common.jar
com.qualc  1274     u0_a27   18       ???                ???       ???        ??? /system/framework/voip-common.jar
com.qualc  1274     u0_a27   19       ???                ???       ???        ??? /system/framework/mms-common.jar
com.qualc  1274     u0_a27   20       ???                ???       ???        ??? /system/framework/android.policy.jar
com.qualc  1274     u0_a27   21       ???                ???       ???        ??? /system/framework/services.jar
com.qualc  1274     u0_a27   22       ???                ???       ???        ??? /system/framework/apache-xml.jar
com.qualc  1274     u0_a27   23       ???                ???       ???        ??? /system/framework/webviewchromium.jar
com.qualc  1274     u0_a27   24       ???                ???       ???        ??? /system/framework/telephony-msim.jar
com.qualc  1274     u0_a27   25       ???                ???       ???        ??? /system/framework/oem-services.jar
com.qualc  1274     u0_a27   26       ???                ???       ???        ??? /system/framework/org.codeaurora.Performance.jar
com.qualc  1274     u0_a27   27       ???                ???       ???        ??? /system/framework/vcard.jar
com.qualc  1274     u0_a27   28       ???                ???       ???        ??? /dev/log/main
com.qualc  1274     u0_a27   29       ???                ???       ???        ??? /dev/log/radio
com.qualc  1274     u0_a27   30       ???                ???       ???        ??? /dev/log/events
com.qualc  1274     u0_a27   31       ???                ???       ???        ??? /dev/log/system
com.qualc  1274     u0_a27   32       ???                ???       ???        ??? /system/framework/framework.jar
com.qualc  1274     u0_a27   33       ???                ???       ???        ??? /sys/kernel/debug/tracing/trace_marker
com.qualc  1274     u0_a27   34       ???                ???       ???        ??? /system/framework/core.jar
com.qualc  1274     u0_a27   35       ???                ???       ???        ??? /system/framework/framework-res.apk
com.qualc  1274     u0_a27   36       ???                ???       ???        ??? pipe:[8014]
com.qualc  1274     u0_a27   37       ???                ???       ???        ??? socket:[13912]
com.qualc  1274     u0_a27   38       ???                ???       ???        ??? /dev/cpuctl/apps/tasks
com.qualc  1274     u0_a27   39       ???                ???       ???        ??? /dev/cpuctl/apps/bg_non_interactive/tasks
com.qualc  1274     u0_a27   40       ???                ???       ???        ??? pipe:[8904]
com.qualc  1274     u0_a27   41       ???                ???       ???        ??? pipe:[8904]
com.qualc  1274     u0_a27   42       ???                ???       ???        ??? pipe:[8014]
com.qualc  1274     u0_a27   43       ???                ???       ???        ??? anon_inode:[eventpoll]
com.qualc  1274     u0_a27   44       ???                ???       ???        ??? /system/app/TimeService.apk
com.qualc  1274     u0_a27   45       ???                ???       ???        ??? /system/app/TimeService.apk
com.qualc  1274     u0_a27   46       ???                ???       ???        ??? pipe:[9036]
com.qualc  1274     u0_a27   47       ???                ???       ???        ??? pipe:[9036]
com.qualc  1274     u0_a27   48       ???                ???       ???        ??? pipe:[13913]
com.qualc  1274     u0_a27   49       ???                ???       ???        ??? pipe:[13913]
com.qualc  1274     u0_a27  mem       ???              b3:17         0         90 /system/bin/app_process
com.qualc  1274     u0_a27  mem       ???              b3:17      4096         90 /system/bin/app_process
mpdecisio  1300       root  exe       ???                ???       ???        ??? /system/bin/mpdecision
mpdecisio  1300       root    0       ???                ???       ???        ??? /dev/null
mpdecisio  1300       root    1       ???                ???       ???        ??? /dev/null
mpdecisio  1300       root    2       ???                ???       ???        ??? /dev/null
mpdecisio  1300       root    3       ???                ???       ???        ??? socket:[8906]
mpdecisio  1300       root    5       ???                ???       ???        ??? /dev/log/main
mpdecisio  1300       root    6       ???                ???       ???        ??? /dev/log/radio
mpdecisio  1300       root    7       ???                ???       ???        ??? /dev/log/events
mpdecisio  1300       root    8       ???                ???       ???        ??? /dev/log/system
mpdecisio  1300       root    9       ???                ???       ???        ??? /dev/__properties__
mpdecisio  1300       root   10       ???                ???       ???        ??? /sys/devices/system/cpu/cpu0/rq-stats/cpu_normalized_load
mpdecisio  1300       root   11       ???                ???       ???        ??? /sys/devices/system/cpu/cpu0/rq-stats/run_queue_avg
mpdecisio  1300       root   12       ???                ???       ???        ??? /sys/devices/system/cpu/cpu1/online
mpdecisio  1300       root   13       ???                ???       ???        ??? /sys/devices/system/cpu/cpu0/rq-stats/def_timer_ms
mpdecisio  1300       root   14       ???                ???       ???        ??? /sys/devices/system/cpu/cpu0/rq-stats/hotplug_disable
mpdecisio  1300       root   15       ???                ???       ???        ??? /sys/devices/system/cpu/cpu0/online
mpdecisio  1300       root   16       ???                ???       ???        ??? /sys/devices/system/cpu/cpu2/online
mpdecisio  1300       root   17       ???                ???       ???        ??? /sys/module/msm_thermal/core_control/cpus_offlined
mpdecisio  1300       root   18       ???                ???       ???        ??? /sys/devices/system/cpu/cpu3/online
mpdecisio  1300       root   19       ???                ???       ???        ??? /dev/cpu_dma_latency
mpdecisio  1300       root   20       ???                ???       ???        ??? socket:[11457]
hostapd    1344       wifi  exe       ???                ???       ???        ??? /system/bin/hostapd
hostapd    1344       wifi    0       ???                ???       ???        ??? /dev/null
hostapd    1344       wifi    1       ???                ???       ???        ??? /dev/null
hostapd    1344       wifi    2       ???                ???       ???        ??? /dev/null
hostapd    1344       wifi    4       ???                ???       ???        ??? /dev/log/main
hostapd    1344       wifi    5       ???                ???       ???        ??? /dev/log/radio
hostapd    1344       wifi    6       ???                ???       ???        ??? /dev/log/events
hostapd    1344       wifi    7       ???                ???       ???        ??? socket:[8624]
hostapd    1344       wifi    8       ???                ???       ???        ??? /dev/__properties__
hostapd    1344       wifi    9       ???                ???       ???        ??? socket:[6478]
hostapd    1344       wifi   10       ???                ???       ???        ??? socket:[6481]
hostapd    1344       wifi   11       ???                ???       ???        ??? socket:[6483]
hostapd    1344       wifi   12       ???                ???       ???        ??? pipe:[8625]
hostapd    1344       wifi   13       ???                ???       ???        ??? pipe:[8625]
hostapd    1344       wifi   14       ???                ???       ???        ??? socket:[8626]
hostapd    1344       wifi   15       ???                ???       ???        ??? pipe:[8627]
hostapd    1344       wifi   16       ???                ???       ???        ??? pipe:[8627]
hostapd    1344       wifi   17       ???                ???       ???        ??? socket:[8628]
hostapd    1344       wifi   18       ???                ???       ???        ??? pipe:[8629]
hostapd    1344       wifi   19       ???                ???       ???        ??? pipe:[8629]
hostapd    1344       wifi   20       ???                ???       ???        ??? pipe:[8630]
hostapd    1344       wifi   21       ???                ???       ???        ??? pipe:[8630]
hostapd    1344       wifi   22       ???                ???       ???        ??? socket:[8631]
hostapd    1344       wifi   23       ???                ???       ???        ??? socket:[8632]
hostapd    1344       wifi   24       ???                ???       ???        ??? pipe:[8633]
hostapd    1344       wifi   25       ???                ???       ???        ??? pipe:[8633]
hostapd    1344       wifi   26       ???                ???       ???        ??? pipe:[8634]
hostapd    1344       wifi   27       ???                ???       ???        ??? pipe:[8634]
hostapd    1344       wifi   28       ???                ???       ???        ??? socket:[10233]
hostapd    1344       wifi   29       ???                ???       ???        ??? socket:[10238]
hostapd    1344       wifi   30       ???                ???       ???        ??? /dev/log/system
hostapd    1344       wifi   31       ???                ???       ???        ??? socket:[10689]
hostapd    1344       wifi   32       ???                ???       ???        ??? socket:[10690]
hostapd    1344       wifi   33       ???                ???       ???        ??? socket:[10691]
hostapd    1344       wifi   34       ???                ???       ???        ??? socket:[10692]
hostapd    1344       wifi   35       ???                ???       ???        ??? socket:[10694]
hostapd    1344       wifi   36       ???                ???       ???        ??? socket:[8944]
hostapd    1344       wifi   37       ???                ???       ???        ??? socket:[8945]
hostapd    1344       wifi   38       ???                ???       ???        ??? socket:[8946]
hostapd    1344       wifi   39       ???                ???       ???        ??? socket:[8959]
hostapd    1344       wifi  mem       ???              b3:17         0       1109 /system/lib/libstlport.so
hostapd    1344       wifi  mem       ???              b3:17    200704       1109 /system/lib/libstlport.so
hostapd    1344       wifi  mem       ???              b3:17    208896       1109 /system/lib/libstlport.so
hostapd    1344       wifi  mem       ???              b3:17         0        948 /system/lib/libcnefeatureconfig.so
hostapd    1344       wifi  mem       ???              b3:17         0        948 /system/lib/libcnefeatureconfig.so
hostapd    1344       wifi  mem       ???              b3:17      4096        948 /system/lib/libcnefeatureconfig.so
hostapd    1344       wifi  mem       ???              b3:17         0       1953 /system/vendor/lib/libcneconn.so
hostapd    1344       wifi  mem       ???              b3:17     36864       1953 /system/vendor/lib/libcneconn.so
hostapd    1344       wifi  mem       ???              b3:17     40960       1953 /system/vendor/lib/libcneconn.so
hostapd    1344       wifi  mem       ???              00:0c         0       7175 /dev/__properties__
hostapd    1344       wifi  mem       ???              b3:17         0       1079 /system/lib/libssl.so
dnsmasq    1383     nobody  exe       ???                ???       ???        ??? /system/bin/dnsmasq
dnsmasq    1383     nobody    0       ???                ???       ???        ??? pipe:[10714]
dnsmasq    1383     nobody    1       ???                ???       ???        ??? /dev/null
dnsmasq    1383     nobody    2       ???                ???       ???        ??? /dev/null
dnsmasq    1383     nobody    3       ???                ???       ???        ??? socket:[10716]
dnsmasq    1383     nobody    4       ???                ???       ???        ??? /data/misc/dhcp/dnsmasq.leases
dnsmasq    1383     nobody    5       ???                ???       ???        ??? socket:[10717]
dnsmasq    1383     nobody    6       ???                ???       ???        ??? /dev/log/main
dnsmasq    1383     nobody    7       ???                ???       ???        ??? /dev/log/radio
dnsmasq    1383     nobody    8       ???                ???       ???        ??? /dev/log/events
dnsmasq    1383     nobody    9       ???                ???       ???        ??? /dev/log/system
dnsmasq    1383     nobody   10       ???                ???       ???        ??? socket:[10726]
dnsmasq    1383     nobody   11       ???                ???       ???        ??? socket:[10727]
dnsmasq    1383     nobody   12       ???                ???       ???        ??? pipe:[10722]
dnsmasq    1383     nobody   13       ???                ???       ???        ??? pipe:[10722]
dnsmasq    1383     nobody   14       ???                ???       ???        ??? socket:[10723]
dnsmasq    1383     nobody   15       ???                ???       ???        ??? socket:[10728]
dnsmasq    1383     nobody   16       ???                ???       ???        ??? socket:[10729]
dnsmasq    1383     nobody  mem       ???              b3:17         0       1109 /system/lib/libstlport.so
dnsmasq    1383     nobody  mem       ???              b3:17    200704       1109 /system/lib/libstlport.so
dnsmasq    1383     nobody  mem       ???              b3:17    208896       1109 /system/lib/libstlport.so
dnsmasq    1383     nobody  mem       ???              b3:17         0        948 /system/lib/libcnefeatureconfig.so
dnsmasq    1383     nobody  mem       ???              b3:17         0        948 /system/lib/libcnefeatureconfig.so
dnsmasq    1383     nobody  mem       ???              b3:17      4096        948 /system/lib/libcnefeatureconfig.so
dnsmasq    1383     nobody  mem       ???              b3:17         0       1953 /system/vendor/lib/libcneconn.so
dnsmasq    1383     nobody  mem       ???              b3:17     36864       1953 /system/vendor/lib/libcneconn.so
dnsmasq    1383     nobody  mem       ???              b3:17     40960       1953 /system/vendor/lib/libcneconn.so
dnsmasq    1383     nobody  mem       ???              00:0c         0       7175 /dev/__properties__
dnsmasq    1383     nobody  mem       ???              b3:17         0       1030 /system/lib/libm.so
dnsmasq    1383     nobody  mem       ???              b3:17     94208       1030 /system/lib/libm.so
dnsmasq    1383     nobody  mem       ???              b3:17     98304       1030 /system/lib/libm.so
dnsmasq    1383     nobody  mem       ???              b3:17         0       1108 /system/lib/libstdc++.so
dnsmasq    1383     nobody  mem       ???              b3:17         0       1108 /system/lib/libstdc++.so
dnsmasq    1383     nobody  mem       ???              b3:17      4096       1108 /system/lib/libstdc++.so
dnsmasq    1383     nobody  mem       ???              b3:17         0       1028 /system/lib/liblog.so
dnsmasq    1383     nobody  mem       ???              b3:17      8192       1028 /system/lib/liblog.so
dnsmasq    1383     nobody  mem       ???              b3:17     12288       1028 /system/lib/liblog.so
